,video_id,Positive Percentage,Channel
1959,u2SwpuwU0NM,14.0,['iVod Channel']
1960,Xx7sxWI9FNI,39.5,['Tasty']
1961,9gBixJFcSJg,37.17,['HellthyJunkFood']
1962,q066h0yUoRA,44.4,['Boldly']
1963,vOkzPTAZ8-E,28.2,['BuzzFeedBlue']
1964,_bZlb62VVlw,43.33,['Engineering Explained']
1965,craAcv415FM,27.8,['Bruno Mars']
1966,cmSphKD18uo,37.8,['Safiya Nygaard']
1967,lbgBzgMzVV8,47.93,['Mark Rober']
1968,8d2Xw8BaoG8,39.67,['CollegeHumor']
1969,18HD7Y3tT9o,53.44,['The Food Ranger']
1970,pTXLFFVSFhQ,36.07,['Scotty Cranmer']
1971,YicuZ0gYH_o,35.95,['Seeker']
1972,vugXtE96XuY,43.6,['Lele Pons']
1973,cCqS5X_zu-g,22.65,['CBS News']
1974,JudqBA5is6M,17.24,['IRONMANTriathlon']
1975,LrvnTWNATG0,33.45,['D3sports.com']
1976,aysB58GG3uM,52.25,['Oli White']
1977,DjKEZbe4V9M,37.0,['Unbox Therapy']
1978,KZ6KpxURmks,46.33,['COPA90']
1979,eMgmJEaYs70,59.75,['Matthias Wandel']
1980,JV-4Ehv1SFI,28.0,['CrazyRussianHacker']
1981,xEqCt7GZo7M,45.33,['PeterSripol']
1982,XIQW-1JQDMA,40.67,['SuperCarlinBrothers']
1983,hR1nU9IJsoM,68.67,['Bad Obsession Motorsport']
1984,kMjuCx_kpiw,47.37,['Washington Post']
1985,BVzLwYYsPlY,51.22,['Polestar']
1986,qEp3rwe3KmI,41.18,['INSIDER']
1987,F9IOTQ3q8Z4,50.51,['Demi Lovato']
1988,3y5A4paFOb4,36.67,['Logan Paul Vlogs']
1989,mPjgRKW_Jmk,39.73,['LastWeekTonight']
1990,yTkFwujYZ3o,37.0,['Good Mythical Morning']
1991,Ef93WmlEho0,44.67,['Tom Scott']
1992,XPqko6Q0lpE,29.17,['consumer']
1993,fiEYKSMcHAI,27.67,['Smosh']
1994,dy5xLVx2NGY,35.51,['austinmcconnell']
1995,h5kbGO3M--4,46.0,['CrazyRussianHacker']
1996,IDXBKvaoXHc,28.28,['The Infographics Show']
1997,AApylcoF9jA,32.0,['Guardian Wires']
1998,P9zl2o3zYkQ,42.0,['NFL']
1999,s8GrGvjhz0s,33.72,['CelebNews17']
2000,9gpjRy3uDUM,39.6,['ElectroBOOM']
2001,xlu6i6lT_vk,36.73,['Life Noggin']
2002,4kmSATD25iY,41.88,['iJustine']
2003,PeUgWK0pUIA,48.99,['Cracked']
2004,8oyf8Ecwo-Y,35.28,['TNT']
2005,xbBMVa2A68s,50.4,['TierZoo']
2006,rOxL6UaZqw4,46.0,['First We Feast']
2007,xTyTQgb-y-A,74.3,['Dancing With The Stars']
2008,r8jWAvF3rcE,35.4,['SciShow']
2009,cL8Ls0tEMcc,65.6,['BuzzFeed Celeb']
2010,Z28FY82ERmA,36.13,['BuzzFeed Nifty']
2011,qRoVlH1OcI4,35.13,['Business Insider']
2012,mcRHpJyn4B8,51.4,['Mike Boyd']
2013,Q0gTpASrRpI,36.66,['Matthew Roberts']
2014,RA9gg4qBb30,46.43,"[""Tony's - 24/7 Eyes""]"
2015,Rdk4d74j3p8,67.0,['M2 TheS']
2016,4z4xoO-NGUg,32.58,['NFL Interviews']
2017,7D4-49pkEWY,38.01,"['BLOODHOUND SSC - 1,000 mph car']"
2018,exuhr8R2AHw,29.11,['ABC News']
2019,X9A8BpKZhKs,32.65,['NBA']
2020,wxd_vZLsDSQ,34.45,['TLSTV']
2021,M-N8hVxja94,44.75,['Chris Reinacher']
2022,DyA64VLVfds,66.17,['Alec Benjamin']
2023,qr1Fpkkad2c,52.92,['DanielleBradberyVEVO']
2024,xGd8KIXqPJY,34.72,['KatyPerryVEVO']
2025,rlxqaVi7eNw,33.96,['Sacramento Kings']
2026,tUKgtLyu8yI,50.0,['The Graham Norton Show']
2027,cABm1SlrtDY,47.0,['Tiësto']
2028,2xTuOYNrVmw,17.23,['USA TODAY Sports']
2029,VVYhDFiTvqU,80.0,['David Archuleta']
2030,x2l1vZ9dvAE,43.29,['Super Deluxe']
2031,MxxxlutsKuI,30.56,['Field of Vision']
2032,VdL-6VlaPls,33.33,['Working at Microsoft']
2033,Z-zdIGxOJ4M,43.0,['Brainfeedermedia']
2034,eFDfST838NM,59.7,['Tested']
2035,UtWoJUrnkGw,59.79,['How To Cook That']
2036,iv1C0pEdhOg,44.0,['Good Mythical Morning']
2037,ZWTlL_w8cRA,76.8,['Demi Lovato']
2038,5Zs_5VghD6U,52.88,['Brett Eldredge']
2039,a-9IZz8Ry5I,45.0,['Marques Brownlee']
2040,Lf50KrdASTI,34.0,['WWE']
2041,mks_6HlK4Kk,23.0,['Complex']
2042,4WvKeYuwifc,34.6,['Vox']
2043,erjqKQaXgsw,42.33,['ESPN']
2044,IPWoD5Af7RE,18.6,['How To Cake It']
2045,5GNcAkpN9tA,38.0,['WIRED']
2046,WIWlRbpO9RU,31.0,['NBA']
2047,qvXXMsiQBDg,55.2,['LouisTomlinsonVEVO']
2048,z2v_rL5C8C8,53.6,['Amber Scholl']
2049,1rmAi9XmlIo,47.09,['MorrisseyOnVEVO']
2050,iKYQN5xMRQg,29.6,['RTV6 The Indy Channel']
2051,k9VmfRBkUuM,34.38,"['Photography and Retouching with Denyer.pro'
 'Denyer Pro Photography & Retouching']"
2052,HYWiIWpcCIM,60.2,['The School of Life']
2053,kKJZqKxpZoE,52.25,['ColliderVideos']
2054,K1ZzzMiZGDI,50.0,['The Last Leg']
2055,ibHFy-mo4Pw,42.0,['TRL']
2056,8Wb9KYnNxUc,33.92,['NBA Highlights · YouTube']
2057,sOfbbmUh8CA,35.0,['BBC News']
2058,Ni5Uc-DdMqk,24.78,['WalrusRider']
2059,b7nxDshnz9Y,54.55,['WSUCougarAthletics']
2060,nMABVXrg3D0,60.5,['Jonathan Young']
2061,_JxZOcu8TYw,32.25,['The Rock']
2062,UkkPCObPShA,45.75,['Bethany Mota']
2063,k5qKGNeRb68,0.0,['Triz Cru TV']
2064,CyUv2Z_RPnA,50.0,['RM Videos']
2065,9ZWUKMDjysc,68.0,['The Dodo']
2066,eVwafO-ytnk,66.67,['The Ringer']
2067,pT-zok786Yc,48.0,['Windows Developer']
2068,cLPgQ9kPpFM,42.11,['Washington Post']
2069,CiHV9oFXFzY,35.29,['Darren Doucette']
2070,OcT1pSgNARo,56.19,['Entertainment Tonight']
2071,K-zip2qToVY,60.0,['SPORTSNET']
2072,39wPXnFMypY,67.68,['Ingrid Nilsen']
2073,cnCxc93iCe4,36.36,['Liza & Albbie']
2074,-AJyaVduxCc,37.8,[]
2075,HcEKGxJ-khM,59.46,['Refinery29']
2076,_95NxbsbMF4,53.0,['shane']
2077,vGVK4ibMI-Y,33.58,['CollegeHumor']
2078,GfqD5WqChUY,64.5,['Nerdwriter1']
2079,xRQGzS6Ce-g,30.75,['Trailers Promos Teasers']
2080,pcnlLwwR5x4,23.75,['The View']
2081,6cnobaJFY-M,56.25,['The Voice']
2082,2YGrrsKs-Xg,46.0,['Jimmy Kimmel Live']
2083,_tHYuBw32z0,26.5,['Mental Floss']
2084,5cyiXm7vAgc,45.25,['Sprinkleofglitter']
2085,K19NG3mNhKk,50.0,['SuperCarlinBrothers']
2086,xLZoYh-aMm8,56.0,['William Osman']
2087,3QtHD3-N5nI,50.5,['Madelaine Petsch']
2088,S44YKdc3G3U,36.5,['nknewsorg']
2089,MiQYQQcG1HQ,53.75,['The Infographics Show']
2090,nceSvKBjp5g,35.48,['The Chi']
2091,o8R5f2kNo0A,62.0,['Key West Kayak Fishing']
2092,Z-ouLX8Q9UM,38.75,['MegaBots Inc']
2093,bCwjBUHEenQ,43.25,['Hannah Stocking']
2094,KQc7a_5G0pI,43.5,['WIRED']
2095,_Jn3urgf7zg,28.0,['TheEllenShow']
2096,rtL5oMyBHPs,39.75,['MGMTVEVO']
2097,TXo-qOQNK3E,56.25,['vlogbrothers']
2098,DlDozGvAUto,52.75,['PatrickStarrr']
2099,_f2-88pyRtU,41.6,['La Blogothèque']
2100,MTIzurDnEsk,52.0,['Dainá']
2101,mjSwRwAqQA4,41.0,"[""It's Okay To Be Smart""]"
2102,np4Nw0tBun8,52.75,['Taylor Swift']
2103,S0G5EloK3LE,53.75,['Jordan Hanz']
2104,YK53kxDdkiU,27.48,['Ximo Pierto']
2105,bvev1Bjx6oA,42.5,['Nike']
2106,Z5ijKVGjsh4,43.68,['TRL']
2107,LSEoaPGFGHY,66.04,['Jamie Stangroom']
2108,uHYNSaW6Ttw,31.9,['The Talk']
2109,AH0f3hesKjI,37.0,['AnthonyPadilla']
2110,X2tejP45Lwc,74.94,['Ingrid Nilsen']
2111,1WpOhaJe49w,52.67,['Rosanna Pansino']
2112,BcYJ0CRyWaQ,28.0,['First We Feast']
2113,xHzL1lqNny4,56.25,['NiallHoranVEVO']
2114,EoejGgUNmVU,43.25,['LP']
2115,n530GFrdPY8,70.16,['BRADPAISLEYVEVO']
2116,ThPzNokG5uE,49.0,['INSIDER']
2117,-_Q5kO4YXFs,47.14,[]
2118,bJW2678K3XE,47.37,['Refinery29']
2119,KSCPfaRyzgs,54.0,['CBS Sunday Morning']
2120,FyN_fIc0-VY,43.75,['UseFul Video']
2121,lDATIqC43aY,50.0,['Big Ten Network']
2122,AjioF-ZFDHQ,27.0,['FightHype.com']
2123,vxl7glJMKOQ,61.9,['Ionel Ciobanuc']
2124,oD2HCrT7_Gs,41.0,['Rclbeauty101']
2125,c_weoC3HT6Q,32.0,['NEON']
2126,EUoe7cf0HYw,52.67,['TaylorSwiftVEVO']
2127,ketCUtFpzNo,32.78,['jacksfilms']
2128,fAuUd1HiWe4,40.0,['PewDiePie']
2129,9wRgNPdU7fQ,42.33,['JennaMarbles']
2130,zJqnpoJPDMM,37.0,['BigDawsTv']
2131,g9oCOSvYkWc,33.67,['AsapSCIENCE']
2132,qAPx7N1jr_I,23.67,['DetPistonsOfficial']
2133,OMW_dPtm7Bo,38.67,['Netflix']
2134,M2Kwpy2ot6k,33.0,['ExplosmEntertainment']
2135,CwfoyVa980U,51.33,['Charlie Puth']
2136,a_MFkqMZTt4,41.33,['First We Feast']
2137,H1--Pifm05Q,34.33,['E! Entertainment']
2138,FxElTWf7IEw,37.77,['MLB']
2139,upd8nVJr7lc,38.85,['CMT']
2140,WHvT-oGf6ik,49.67,['Gabbie Hanna']
2141,-Denciie5oA,29.67,[]
2142,--JinobXWPk,29.0,[]
2143,yl86_6Rr-mU,35.0,['Jimmy Kimmel Live']
2144,TQKWC37ful4,18.1,['Happy']
2145,GT0L3RWQNjw,46.0,['Nintendo']
2146,TLfwSd-tLcM,25.67,['Smosh']
2147,sB29PVm_uYY,42.0,['Simply Nailogical']
2148,QX6_UViEpOg,34.0,['OCDetailing']
2149,b1wlmTNERqE,53.33,['Kelly Clarkson']
2150,CAQ2wWVlOuc,30.9,['Tech Insider']
2151,x0GbpqxD42k,46.5,['NBA']
2152,NVvJ3t5eiTU,27.0,['Kitchen Nightmares']
2153,SmW6p1HwNtw,52.02,['NEEDTOBREATHE']
2154,3WEvgqcP8mg,66.33,['HiHo Kids']
2155,zeZRNG-jVyI,32.0,['Mnet K-POP']
2156,M4cnP08e5kQ,57.67,['Teen Vogue']
2157,uNnslXhf-zU,36.27,['FreeDawkins']
2158,UIATkLb3MaA,51.67,['ELLE']
2159,WtF4TUxIOZk,36.0,['dsf2006']
2160,Q7o163QU8CE,78.67,['Carrie Hope Fletcher']
2161,miNpG98Hv1w,48.84,['INSIDER']
2162,vVnJKV8aScc,60.87,['CupcakeJemma']
2163,uLP8rFrL1W0,36.33,['Flightless']
2164,mnKPEsbTo9s,35.67,['BURGER KING']
2165,PUlfvXaISvc,40.0,['Statoil']
2166,c_9iv9HwO5Q,53.0,['Tested']
2167,njR5pdGCn-o,57.5,['R3HAB']
2168,nMSq9CTPMD8,51.0,['NFL']
2169,X0I7RRaahiM,67.0,['The Bella Twins']
2170,O12Rt0JSDpA,44.0,['The Scran Line']
2171,66Wcyu73MAY,38.74,['SPORTSNET']
2172,RfG7VvIrk-c,10.42,['World TV']
2173,IA9vLOmFyp4,68.0,['Ashley Tisdale']
2174,thUp8jTeJ9Q,50.0,['grav3yardgirl']
2175,x4SheWJkn6s,46.0,['Pero Like']
2176,adgAxnflvOE,56.67,['The Dodo']
2177,CN4YL1KPDAA,46.33,['Linus Tech Tips']
2178,JdqUUKEATiw,46.0,['Kat Napiorkowska']
2179,JKGdQjx-_BI,55.56,['HassoPlattnerInstitute HCI']
2180,Fzt75I_Zi14,66.67,['Lutz Niggl']
2181,KJboCFa4iVQ,40.0,['CBS Sunday Morning']
2182,4hqqFqcr1K8,54.5,['nigahiga']
2183,GoJsr4IwCm4,40.0,['Kurzgesagt – In a Nutshell']
2184,C25qzDhGLx8,33.0,['CGP Grey']
2185,crY-q80MfJU,37.5,['Good Mythical Morning']
2186,5JcZsNxT2BM,34.5,"[""Sam O'Nella Academy""]"
2187,G1VEccH7jJ8,38.0,['Anwar Jibawi']
2188,42G_XzaPcPo,58.0,['Brave Wilderness']
2189,StJTV8bx-jk,47.5,['NFL']
2190,IZ5izPbcgG4,40.0,['TheEllenShow']
2191,5PJWCe92K1E,37.0,['TheOdd1sOut']
2192,rdXaw4EFGdk,39.7,['Watch What Happens Live with Andy Cohen']
2193,j-JOG2mUt0c,37.0,['ESPN']
2194,GjtYtBGrP6Y,47.0,['PTXofficial']
2195,PKdKzs0xS9c,34.0,['CrazyRussianHacker']
2196,AQ0b0CRsiVc,44.0,['Liza Koshy']
2197,Upqp21Dm5vg,56.0,['Binging with Babish']
2198,7KbjNfCV-lY,63.5,['Safiya Nygaard']
2199,xtsLwr9Ok7s,40.0,['BuzzFeedBlue']
2200,eqTTNgyJm-o,37.0,['Pokémon GO']
2201,EWng8GQ49Fg,36.5,['SuperCarlinBrothers']
2202,PnaS9pQZqM0,25.0,['WWE']
2203,pOqiqRHrAHE,53.06,['TimEE']
2204,wVD8ECqG2FM,34.5,['Bon Appétit']
2205,7xCQ4B40wOc,43.5,['William Osman']
2206,BVKnt7H4zVc,44.5,['JerryRigEverything']
2207,5otKiSs3AeY,56.99,['Refinery29']
2208,KdFTi2Z90AQ,43.59,['TimMcGrawVEVO']
2209,yESCuF5dsYs,56.5,['Nicole Guerriero']
2210,ksdAs4LBRq8,49.0,['Rita Ora']
2211,WPlx5BmZVkQ,47.0,['LiamPayneVEVO']
2212,ScNsBpQ8KIg,48.0,['Martin Garrix']
2213,Du2iFOoTaE0,35.5,['ABC News']
2214,TV-_Yuc228s,54.5,['Hayley Kiyoko']
2215,rDkhmTCWssc,27.78,['Dance with Dre']
2216,Tx1sqYc3qas,42.5,['marshmello']
2217,aEcbuccnjLc,70.45,['Calvin Klein']
2218,lBp01IbxMEg,60.66,['ChrisYoungVEVO']
2219,YpyohRt1meM,65.7,['BobiAndonovVEVO']
2220,sQTnREEtuNk,55.91,['zachwilliamsVEVO']
2221,kAphgHhlteM,53.5,['BBC Earth']
2222,v9ERab8P6Io,34.0,['Great Big Story']
2223,NGPK44en2ME,12.0,['CNCOVEVO']
2224,lNjwsz8bLLI,40.5,['Star Wars']
2225,lNzrWNjEQjk,44.0,['CAPITAL KINGS']
2226,fzA6VoZCZlI,45.0,['TheVampsVEVO']
2227,idVu_7JcNo4,38.46,['iFixit Video']
2228,qbD_9zymEP0,45.8,['Hennessey Performance']
2229,F66vX1WCRbs,53.5,['RachelPlattenVEVO']
2230,Fpt3ImXIImY,28.3,['ProPublica']
2231,1-mNxzvJSaQ,37.0,['ChangeFor TheBetter2!']
2232,TrMTFvHDv2o,32.0,['TRL']
2233,vb_hwwmiKvQ,36.36,['Couponraja']
2234,JKZM1uTWBJw,75.31,['Songs With My Daughter']
2235,CEdAjI801Wo,0.0,['BUILD Series']
2236,IOp8n5TzcSQ,94.44,['Bailey Bryan']
2237,eLhPdGZaotQ,0.0,['WSUCougarAthletics']
2238,BidMbVRT8NU,61.0,['Shawn Johnson East']
2239,GGHIOGtHjYg,31.0,['Lele Pons']
2240,pnKcqi0Wvys,36.0,['BuzzFeedVideo']
2241,akGrh6ui_gc,34.0,['WWE']
2242,qFltpuZJAns,43.0,['Simply Nailogical']
2243,XKvXg2NlNZ4,41.0,['FootofaFerret']
2244,cWL4eiCR8FM,40.0,['ThreadBanger']
2245,jc1_s2c32zs,67.0,['Rosanna Pansino']
2246,ZagQci5qTSM,37.0,['FBE']
2247,L87l9-2B0ug,32.0,['Austin Evans']
2248,JuYYsmQ2ulI,38.0,['BuzzFeedBlue']
2249,nGM76g5Hvfg,30.0,['The Graham Norton Show']
2250,JpTdK2kn6TA,39.0,['IGN']
2251,vpsP_cg8urU,38.0,['NBA']
2252,1csaGKAjAvw,61.0,['Grace Helbig']
2253,v36OO-vZTQk,34.0,['SciShow']
2254,QtHg9jQtBII,28.0,['TMZSports']
2255,TxIO9IiU8A0,60.0,['Hamish & Andy']
2256,GTawLgr1W0w,39.0,['AnthonyPadilla']
2257,fW0Z5XjmEXM,50.0,['BadmintonWorld.tv']
2258,kqJaCoKQurc,40.0,['UFC - Ultimate Fighting Championship']
2259,fc_oYX7JJ-U,66.67,"[""Harper's BAZAAR""]"
2260,dUBcP00TEWI,40.0,['Lucas']
2261,mv4MRmwXJMM,46.0,['KygoOfficialVEVO']
2262,7_GaeAoLMWY,57.0,['Wendy Williams']
2263,S9VIKOuZcds,48.0,['Hot Dad']
2264,a5NIg5yyHWo,53.0,['HISTORY']
2265,3VSa-oARk-w,31.58,['ustwo games']
